AnnotSV ID	SV chrom	SV start	SV end	SV length										AnnotSV type	Gene name	tx	CDS length	frameshift	tx length	location	location2	distNearestSS	nearestSStype	intersectStart	intersectEnd	DGV_GAIN_IDs	DGV_GAIN_n_samples_with_SV	DGV_GAIN_n_samples_tested	DGV_GAIN_Frequency	DGV_LOSS_IDs	DGV_LOSS_n_samples_with_SV	DGV_LOSS_n_samples_tested	DGV_LOSS_Frequency	GD_ID	GD_AN	GD_N_HET	GD_N_HOMALT	GD_AF	GD_POPMAX_AF	GD_ID_others	1000g_event	IMH_ID	IMH_AF	IMH_ID_others	promoters	dbVar_event	dbVar_variant	dbVar_status	TADcoordinates	ENCODEexperiments	GCcontent_left	GCcontent_right	Repeats_coord_left	Repeats_type_left	Repeats_coord_right	Repeats_type_right	Gap_left	Gap_right	SegDup_left	SegDup_right	ENCODE_blacklist_left	ENCODE_blacklist_characteristics_left	ENCODE_blacklist_right	ENCODE_blacklist_characteristics_right	ACMG	HI_CGscore	TriS_CGscore	DDD_status	DDD_mode	DDD_consequence	DDD_disease	DDD_pmids	HI_DDDpercent	delZ_ExAC	dupZ_ExAC	cnvZ_ExAC	synZ_ExAC	misZ_ExAC	pLI_ExAC	Mim Number	Phenotypes	Inheritance	morbidGenes	morbidGenesCandidates
21_7000000_7100000__1	21	7000000	7100000		71	0	Des	chr21	7000000	7100000	71	0	Des	split	LOC102723360	NM_001322975	375	no	22805	txStart-txEnd	5'UTR-3'UTR			7064425	7087230		0	0	-1		0	0	-1					-1	-1				-1	21:6070413-43469061_INV																																								
21_7000000_7100000__1	21	7000000	7100000		71	0	Des	chr21	7000000	7100000	71	0	Des	split	LOC102724219	NM_001322044	363	no	38372	txStart-txEnd	5'UTR-3'UTR			7048858	7087230		0	0	-1		0	0	-1					-1	-1				-1	21:6070413-43469061_INV	LOC102723360																																							
21_7000000_7100000__1	21	7000000	7100000		71	0	Des	chr21	7000000	7100000	71	0	Des	split	LOC102724843	NM_001322047	363	no	38372	txStart-txEnd	5'UTR-3'UTR			7048858	7087230		0	0	-1		0	0	-1					-1	-1				-1	21:6070413-43469061_INV	LOC102723360																																							
21_7000000_7100000__1	21	7000000	7100000		71	0	Des	chr21	7000000	7100000	71	0	Des	split	LOC102724951	NM_001322036	363	no	38372	txStart-txEnd	5'UTR-3'UTR			7048858	7087230		0	0	-1		0	0	-1					-1	-1				-1	21:6070413-43469061_INV	LOC102723360																																							
22_17000000_17100000__1	22	17000000	17100000		171	0	Des	chr22	17000000	17100000	171	0	Des	full	CECR7/GAB4/IL17RA												0	0	-1		0	0	-1					-1	-1		DUP		-1	22:16139336-17135860_DUP	CECR7/GAB4/IL17RA	copy_number_gain;copy_number_loss;duplication	nssv13638977;nssv13643301;nssv13645175;nssv13645293;nssv13646227;nssv13646466;nssv13646922;nssv13647390;nssv13647533;nssv13647963;nssv13648806;nssv13650022;nssv13650065;nssv13651142;nssv13653222;nssv13654030;nssv13654112;nssv14081924;nssv14082097;nssv14082107;nssv1415050;nssv1415158;nssv1415303;nssv1495100;nssv1495109;nssv1495770;nssv15121054;nssv15121199;nssv15121200;nssv15124153;nssv15127288;nssv15128094;nssv15129128;nssv15132068;nssv15132295;nssv15132388;nssv15132518;nssv15133039;nssv15133055;nssv15133111;nssv15133301;nssv15133381;nssv15134365;nssv15134634;nssv15135173;nssv15135510;nssv15135607;nssv15137211;nssv15137572;nssv15137596;nssv15137760;nssv15137771;nssv15139020;nssv15139753;nssv15139756;nssv15139758;nssv15141423;nssv15141953;nssv15142862;nssv15143091;nssv15146613;nssv15146973;nssv15147269;nssv15147890;nssv15148723;nssv15148755;nssv15149512;nssv15149720;nssv15149735;nssv15149742;nssv15149994;nssv15150031;nssv15150320;nssv15150491;nssv15150794;nssv15151140;nssv15155694;nssv15156366;nssv15161990;nssv15161991;nssv15161992;nssv15164031;nssv15605802;nssv15605979;nssv15605980;nssv15755803;nssv15772157;nssv15774287;nssv15774756;nssv1601405;nssv1601761;nssv1604415;nssv1605190;nssv1610245;nssv3395682;nssv3396376;nssv575290;nssv575498;nssv576081;nssv576292;nssv576636;nssv577052;nssv578910;nssv578911;nssv578912;nssv578913;nssv578915;nssv578917;nssv578919;nssv578920;nssv579955;nssv579956;nssv582465;nssv583831;nssv584391;nssv584435;nssv706217;nssv706258	Likely pathogenic;Pathogenic	22:16999111-17677234	ENCFF067UVH:ENCFF461GOG	0.410	0.505	22:16996662-17000000/22:17000000-17001747	L1PA5/L1P2																			87.14	0.371190516457681	-2.08083000832048	-1.4772363974087	1.06330659982779	0.616880100360222	0.250030211751561	605461			yes	
22_17000000_17100000__1	22	17000000	17100000		171	0	Des	chr22	17000000	17100000	171	0	Des	split	CECR7	NR_015352	0	no	23501	txStart-txEnd	UTR			17036569	17060070		0	0	-1		0	0	-1					-1	-1		DUP		-1	22:16139336-17135860_DUP		copy_number_gain;copy_number_loss;duplication	nssv13638977;nssv13643301;nssv13645175;nssv13645293;nssv13646227;nssv13646466;nssv13646922;nssv13647390;nssv13647533;nssv13647963;nssv13648806;nssv13650022;nssv13650065;nssv13651142;nssv13653222;nssv13654030;nssv13654112;nssv14081924;nssv14082097;nssv14082107;nssv1415050;nssv1415158;nssv1415303;nssv1495100;nssv1495109;nssv1495770;nssv15121054;nssv15121199;nssv15121200;nssv15124153;nssv15127288;nssv15128094;nssv15129128;nssv15132068;nssv15132295;nssv15132388;nssv15132518;nssv15133039;nssv15133055;nssv15133111;nssv15133301;nssv15133381;nssv15134365;nssv15134634;nssv15135173;nssv15135510;nssv15135607;nssv15137211;nssv15137572;nssv15137596;nssv15137760;nssv15137771;nssv15139020;nssv15139753;nssv15139756;nssv15139758;nssv15141423;nssv15141953;nssv15142862;nssv15143091;nssv15146613;nssv15146973;nssv15147269;nssv15147890;nssv15148723;nssv15148755;nssv15149512;nssv15149720;nssv15149735;nssv15149742;nssv15149994;nssv15150031;nssv15150320;nssv15150491;nssv15150794;nssv15151140;nssv15155694;nssv15156366;nssv15161990;nssv15161991;nssv15161992;nssv15164031;nssv15605802;nssv15605979;nssv15605980;nssv15755803;nssv15772157;nssv15774287;nssv15774756;nssv1601405;nssv1601761;nssv1604415;nssv1605190;nssv1610245;nssv3395682;nssv3396376;nssv575290;nssv575498;nssv576081;nssv576292;nssv576636;nssv577052;nssv578910;nssv578911;nssv578912;nssv578913;nssv578915;nssv578917;nssv578919;nssv578920;nssv579955;nssv579956;nssv582465;nssv583831;nssv584391;nssv584435;nssv706217;nssv706258	Likely pathogenic;Pathogenic																																				
22_17000000_17100000__1	22	17000000	17100000		171	0	Des	chr22	17000000	17100000	171	0	Des	split	GAB4	NM_001037814	174	no	8222	txStart-intron1	5'UTR-CDS	7824	3'	17000000	17008222		0	0	-1		0	0	-1					-1	-1		DUP		-1	22:16139336-17135860_DUP		copy_number_gain;copy_number_loss;duplication	nssv13638977;nssv13643301;nssv13645175;nssv13645293;nssv13646227;nssv13646466;nssv13646922;nssv13647390;nssv13647533;nssv13647963;nssv13648806;nssv13650022;nssv13650065;nssv13651142;nssv13653222;nssv13654030;nssv13654112;nssv14081924;nssv14082097;nssv14082107;nssv1415050;nssv1415158;nssv1415303;nssv1495100;nssv1495109;nssv1495770;nssv15121054;nssv15121199;nssv15121200;nssv15124153;nssv15127288;nssv15128094;nssv15129128;nssv15132068;nssv15132295;nssv15132388;nssv15132518;nssv15133039;nssv15133055;nssv15133111;nssv15133301;nssv15133381;nssv15134365;nssv15134634;nssv15135173;nssv15135510;nssv15135607;nssv15137211;nssv15137572;nssv15137596;nssv15137760;nssv15137771;nssv15139020;nssv15139753;nssv15139756;nssv15139758;nssv15141423;nssv15141953;nssv15142862;nssv15143091;nssv15146613;nssv15146973;nssv15147269;nssv15147890;nssv15148723;nssv15148755;nssv15149512;nssv15149720;nssv15149735;nssv15149742;nssv15149994;nssv15150031;nssv15150320;nssv15150491;nssv15150794;nssv15151140;nssv15155694;nssv15156366;nssv15161990;nssv15161991;nssv15161992;nssv15164031;nssv15605802;nssv15605979;nssv15605980;nssv15755803;nssv15772157;nssv15774287;nssv15774756;nssv1601405;nssv1601761;nssv1604415;nssv1605190;nssv1610245;nssv3395682;nssv3396376;nssv575290;nssv575498;nssv576081;nssv576292;nssv576636;nssv577052;nssv578910;nssv578911;nssv578912;nssv578913;nssv578915;nssv578917;nssv578919;nssv578920;nssv579955;nssv579956;nssv582465;nssv583831;nssv584391;nssv584435;nssv706217;nssv706258	Likely pathogenic;Pathogenic																									87.14	-1.42008283704018	-2.53125239294469	-2.47162789907313	-0.743413420867375	-1.82491138951468	2.76861799159287e-06					
22_17000000_17100000__1	22	17000000	17100000		171	0	Des	chr22	17000000	17100000	171	0	Des	split	IL17RA	NM_001289905	423	no	15042	txStart-intron4	5'UTR-CDS	354	3'	17084958	17100000	gssvG23865	2	2515	0.00079523		0	0	-1					-1	-1		DUP		-1	22:16139336-17135860_DUP		copy_number_gain;copy_number_loss;duplication	nssv13638977;nssv13643301;nssv13645175;nssv13645293;nssv13646227;nssv13646466;nssv13646922;nssv13647390;nssv13647533;nssv13647963;nssv13648806;nssv13650022;nssv13650065;nssv13651142;nssv13653222;nssv13654030;nssv13654112;nssv14081924;nssv14082097;nssv14082107;nssv1415050;nssv1415158;nssv1415303;nssv1495100;nssv1495109;nssv1495770;nssv15121054;nssv15121199;nssv15121200;nssv15124153;nssv15127288;nssv15128094;nssv15129128;nssv15132068;nssv15132295;nssv15132388;nssv15132518;nssv15133039;nssv15133055;nssv15133111;nssv15133301;nssv15133381;nssv15134365;nssv15134634;nssv15135173;nssv15135510;nssv15135607;nssv15137211;nssv15137572;nssv15137596;nssv15137760;nssv15137771;nssv15139020;nssv15139753;nssv15139756;nssv15139758;nssv15141423;nssv15141953;nssv15142862;nssv15143091;nssv15146613;nssv15146973;nssv15147269;nssv15147890;nssv15148723;nssv15148755;nssv15149512;nssv15149720;nssv15149735;nssv15149742;nssv15149994;nssv15150031;nssv15150320;nssv15150491;nssv15150794;nssv15151140;nssv15155694;nssv15156366;nssv15161990;nssv15161991;nssv15161992;nssv15164031;nssv15605802;nssv15605979;nssv15605980;nssv15755803;nssv15772157;nssv15774287;nssv15774756;nssv1601405;nssv1601761;nssv1604415;nssv1605190;nssv1610245;nssv3395682;nssv3396376;nssv575290;nssv575498;nssv576081;nssv576292;nssv576636;nssv577052;nssv578910;nssv578911;nssv578912;nssv578913;nssv578915;nssv578917;nssv578919;nssv578920;nssv579955;nssv579956;nssv582465;nssv583831;nssv584391;nssv584435;nssv706217;nssv706258	Likely pathogenic;Pathogenic																		30	Not yet evaluated						84.96	0.371190516457681	-2.08083000832048	-1.4772363974087	1.06330659982779	0.616880100360222	0.250030211751561	605461	Immunodeficiency 51, 613953 (3)	AR	yes	
3_88600000_88700000__1	3	88600000	88700000		887	0	Des	chr3	88600000	88700000	887	0	Des	full													0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_3_9347			-1	3:88112848-88930941_DUP;3:30036453-134858252_INV;3:31013485-130283626_INV;3:38585613-149444404_INV;3:72502418-189537676_INV;3:75414254-130085761_INV;3:75447627-125901392_INV;3:77164335-124368154_INV;3:82948035-190462491_INV		copy_number_gain;copy_number_loss	nssv13647976;nssv13648884;nssv15119834;nssv15133679;nssv15138930;nssv15139329;nssv15148889;nssv15149891;nssv15151839;nssv15162889;nssv15164144;nssv1604934;nssv3395206;nssv3397119;nssv577910;nssv706461	Likely pathogenic;Pathogenic			0.415	0.245			3:88699571-88700421	L1MEc																												
3_89800000_89900000__1	3	89800000	89900000		899	0	Des	chr3	89800000	89900000	899	0	Des	full												gssvG25791	6	13760	0.00043605		0	0	-1					-1	-1		DUP		-1	3:30036453-134858252_INV;3:31013485-130283626_INV;3:38585613-149444404_INV;3:72502418-189537676_INV;3:75414254-130085761_INV;3:75447627-125901392_INV;3:77164335-124368154_INV;3:82948035-190462491_INV		copy_number_gain;copy_number_loss	nssv13647976;nssv13648884;nssv15119834;nssv15138930;nssv15148889;nssv15149891;nssv15151839;nssv15162889;nssv15164144;nssv1604934;nssv3397119;nssv577910	Pathogenic			0.370	0.370	3:89799426-89800095	L1MC3	3:89896549-89900106	L1PA5																												
3_93800000_93900000__1	3	93800000	93900000		939	0	Des	chr3	93800000	93900000	939	0	Des	full	PROS1												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_3_9414			-1	3:30036453-134858252_INV;3:31013485-130283626_INV;3:38585613-149444404_INV;3:72502418-189537676_INV;3:75414254-130085761_INV;3:75447627-125901392_INV;3:77164335-124368154_INV;3:82948035-190462491_INV		copy_number_gain;copy_number_loss	nssv13647976;nssv13648884;nssv15147282;nssv15148953;nssv15148997;nssv15149891;nssv15151839;nssv15162889;nssv15164144;nssv1610350;nssv3395456;nssv585208	Likely pathogenic;Pathogenic			0.375	0.260	3:93791485-93800115	ALR/Alpha	3:93899722-93899934/3:93899996-93900021/3:93900021-93900030	L1MB4/(ATAC)n/(ATATAC)n				3:93869115-93932902													42.01	0.492329943157085	-2.12966797230321	-1.4614934990267	0.236093878897857	0.43882984813452	9.44905076257432e-05	176880			yes	
3_93800000_93900000__1	3	93800000	93900000		939	0	Des	chr3	93800000	93900000	939	0	Des	split	PROS1	NM_000313	1304	yes	26950	intron7-txEnd	CDS-3'UTR	803	5'	93873050	93900000		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_3_9414			-1	3:30036453-134858252_INV;3:31013485-130283626_INV;3:38585613-149444404_INV;3:72502418-189537676_INV;3:75414254-130085761_INV;3:75447627-125901392_INV;3:77164335-124368154_INV;3:82948035-190462491_INV		copy_number_gain;copy_number_loss;deletion	nssv13647976;nssv13648884;nssv15129251;nssv15147282;nssv15148953;nssv15148997;nssv15149891;nssv15151839;nssv15162889;nssv15164144;nssv15776864;nssv1610350;nssv3395456;nssv585208	Likely pathogenic;Pathogenic																									42.01	0.492329943157085	-2.12966797230321	-1.4614934990267	0.236093878897857	0.43882984813452	9.44905076257432e-05	176880	Thrombophilia due to protein S deficiency, AR, 614514 (3)/ Thrombophilia due to protein S deficiency, AD, 612336 (3)	AR/AD	yes	
3_182800000_182900000__1	3	182800000	182900000		1829	0	Des	chr3	182800000	182900000	1829	0	Des	full	ATP11B												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_3_10536;gnomAD_v2_INV_3_171			-1	3:72502418-189537676_INV;3:82948035-190462491_INV;3:112595778-197475161_INV		copy_number_gain;copy_number_loss;duplication	nssv13643540;nssv13645417;nssv13647976;nssv13648497;nssv13648884;nssv14082293;nssv1494861;nssv15142547;nssv15145707;nssv15145927;nssv15146004;nssv15146265;nssv15146375;nssv15146719;nssv15146977;nssv15147464;nssv15147518;nssv15147549;nssv15147555;nssv15147564;nssv15147600;nssv15148025;nssv15148262;nssv15148409;nssv15148839;nssv15148941;nssv15149548;nssv15149891;nssv15150468;nssv15151839;nssv15153539;nssv15162889;nssv15164144;nssv15164224;nssv1601744;nssv1604010;nssv1610365;nssv3394925;nssv3395114;nssv3395392;nssv3397343;nssv3397451;nssv577932;nssv578945;nssv578946;nssv578949;nssv582491;nssv584484	Likely pathogenic;Pathogenic			0.490	0.315	3:182799831-182800140	AluJr																			19.59	-0.887482526947956	-0.262006194606308	-0.436774430976223	0.77623359320104	1.18811915085335	0.999937475499417					
3_182800000_182900000__1	3	182800000	182900000		1829	0	Des	chr3	182800000	182900000	1829	0	Des	split	ATP11B	NM_014616	3291	no	100000	intron1-intron28	CDS	1228	5'	182800000	182900000		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_3_10536;gnomAD_v2_INV_3_171			-1	3:72502418-189537676_INV;3:82948035-190462491_INV;3:112595778-197475161_INV		copy_number_gain;copy_number_loss;duplication	nssv13643540;nssv13645417;nssv13647976;nssv13648497;nssv13648884;nssv14082293;nssv1494861;nssv15142547;nssv15145707;nssv15145927;nssv15146004;nssv15146265;nssv15146375;nssv15146719;nssv15146977;nssv15147464;nssv15147518;nssv15147549;nssv15147555;nssv15147564;nssv15147600;nssv15148025;nssv15148262;nssv15148409;nssv15148839;nssv15148941;nssv15149548;nssv15149891;nssv15150468;nssv15151839;nssv15153539;nssv15162889;nssv15164144;nssv15164224;nssv1601744;nssv1604010;nssv1610365;nssv3394925;nssv3395114;nssv3395392;nssv3397343;nssv3397451;nssv577932;nssv578945;nssv578946;nssv578949;nssv582491;nssv584484	Likely pathogenic;Pathogenic																									19.59	-0.887482526947956	-0.262006194606308	-0.436774430976223	0.77623359320104	1.18811915085335	0.999937475499417					
4_48800000_48900000__1	4	48800000	48900000		489	0	Des	chr4	48800000	48900000	489	0	Des	full	OCIAD1/OCIAD1-AS1/OCIAD2												0	0	-1		0	0	-1					-1	-1				-1	4:1330316-92330038_INV;4:4772331-76608755_INV;4:9660215-57055288_INV;4:10537451-136423901_INV;4:21291889-139485605_INV;4:21757281-83521389_INV;4:24547861-125073959_INV;4:30348256-115788825_INV;4:32217846-78249129_INV;4:35256165-68206148_INV;4:41369890-94869199_INV;4:45103675-117623084_INV	OCIAD1/OCIAD1-AS1	copy_number_gain	nssv13638980;nssv13639660;nssv13641223;nssv13646928;nssv13655784;nssv13656006;nssv15120559;nssv15124281;nssv15132537;nssv15134130;nssv15148648;nssv15148693;nssv15149137;nssv15149870;nssv15150634;nssv15151013;nssv15151360;nssv15151365;nssv15164282;nssv15164312;nssv15165478;nssv15165480;nssv578973;nssv578974;nssv584481	Pathogenic			0.280	0.420	4:48799614-48799919/4:48799919-48799953/4:48800022-48800407	AluSc/(CA)n/L1PB4																			57.42	0.793557457608744	0.0566977923936715	0.40197621659269	0.802590327037089	-0.277221861927731	0.0189947067674848					
4_48800000_48900000__1	4	48800000	48900000		489	0	Des	chr4	48800000	48900000	489	0	Des	split	OCIAD1	NM_001168254	753	no	30512	txStart-txEnd	5'UTR-3'UTR			48831305	48861817		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_4_12004;gnomAD_v2_DUP_4_12005			-1	4:1330316-92330038_INV;4:4772331-76608755_INV;4:9660215-57055288_INV;4:10537451-136423901_INV;4:21291889-139485605_INV;4:21757281-83521389_INV;4:24547861-125073959_INV;4:30348256-115788825_INV;4:32217846-78249129_INV;4:35256165-68206148_INV;4:41369890-94869199_INV;4:45103675-117623084_INV	OCIAD1-AS1	copy_number_gain	nssv13638980;nssv13639660;nssv13641223;nssv13646928;nssv13655784;nssv13656006;nssv15120559;nssv15124281;nssv15132537;nssv15134130;nssv15148648;nssv15148693;nssv15149137;nssv15149870;nssv15150634;nssv15151013;nssv15151360;nssv15151365;nssv15164282;nssv15164312;nssv15165478;nssv15165480;nssv578973;nssv578974;nssv584481	Pathogenic																									28.6	0.793557457608744	0.0566977923936715	0.40197621659269	-0.427556721652074	-0.414339853593269	2.19422268346318e-06					
4_48800000_48900000__1	4	48800000	48900000		489	0	Des	chr4	48800000	48900000	489	0	Des	split	OCIAD1-AS1	NR_146806	0	no	8195	txStart-txEnd	UTR			48852008	48860203		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_4_12004;gnomAD_v2_DUP_4_12005			-1	4:1330316-92330038_INV;4:4772331-76608755_INV;4:9660215-57055288_INV;4:10537451-136423901_INV;4:21291889-139485605_INV;4:21757281-83521389_INV;4:24547861-125073959_INV;4:30348256-115788825_INV;4:32217846-78249129_INV;4:35256165-68206148_INV;4:41369890-94869199_INV;4:45103675-117623084_INV		copy_number_gain	nssv13638980;nssv13639660;nssv13641223;nssv13646928;nssv13655784;nssv13656006;nssv15120559;nssv15124281;nssv15132537;nssv15134130;nssv15148648;nssv15148693;nssv15149137;nssv15149870;nssv15150634;nssv15151013;nssv15151360;nssv15151365;nssv15164282;nssv15164312;nssv15165478;nssv15165480;nssv578973;nssv578974;nssv584481	Pathogenic																																				
4_48800000_48900000__1	4	48800000	48900000		489	0	Des	chr4	48800000	48900000	489	0	Des	split	OCIAD2	NM_001014446	399	no	14982	intron2-txEnd	CDS-3'UTR	75	3'	48885018	48900000		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_4_12005			-1	4:1330316-92330038_INV;4:4772331-76608755_INV;4:9660215-57055288_INV;4:10537451-136423901_INV;4:21291889-139485605_INV;4:21757281-83521389_INV;4:24547861-125073959_INV;4:30348256-115788825_INV;4:32217846-78249129_INV;4:35256165-68206148_INV;4:41369890-94869199_INV;4:45103675-117623084_INV		copy_number_gain	nssv13638980;nssv13639660;nssv13641223;nssv13646928;nssv13655784;nssv13656006;nssv15120559;nssv15124281;nssv15132537;nssv15134130;nssv15148648;nssv15148693;nssv15149137;nssv15149870;nssv15150634;nssv15151013;nssv15151360;nssv15151365;nssv15164282;nssv15164312;nssv15165478;nssv15165480;nssv578973;nssv578974;nssv584481	Pathogenic																									57.42	-0.201921132974429	-0.868063776814757	-0.632800622117672	0.802590327037089	-0.277221861927731	0.0189947067674848					
5_50300000_50400000__1	5	50300000	50400000		504	0	Des	chr5	50300000	50400000	504	0	Des	full	EMB											gssvG29860	14	12365	0.00113223		0	0	-1					-1	-1	gnomAD_v2_DUP_5_15288			-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV		copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13654739;nssv13655232;nssv1415094;nssv15132287;nssv15146722;nssv15147001;nssv15147414;nssv15151111;nssv15151147;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv579009	Likely pathogenic;Pathogenic			0.415	0.285	5:50299659-50300000	Charlie16a						5:50379840-50428094													78.97				-0.091153408866628	-0.157233293801114	0.00024365634480337					
5_50300000_50400000__1	5	50300000	50400000		504	0	Des	chr5	50300000	50400000	504	0	Des	split	EMB	NM_198449	73	yes	3809	intron7-txEnd	CDS-3'UTR	87	3'	50396191	50400000	gssvG29860	14	12365	0.00113223		0	0	-1					-1	-1	gnomAD_v2_DUP_5_15293			-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV		copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13654739;nssv13655232;nssv1415094;nssv15132287;nssv15146722;nssv15147001;nssv15147414;nssv15151111;nssv15151147;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv579009	Likely pathogenic;Pathogenic																									78.97				-0.091153408866628	-0.157233293801114	0.00024365634480337					
5_50400000_50500000__1	5	50400000	50500000		505	0	Des	chr5	50400000	50500000	505	0	Des	full	EMB												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_5_15293			-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV	EMB	copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13654739;nssv13655232;nssv1415094;nssv15132287;nssv15146722;nssv15147001;nssv15147414;nssv15151111;nssv15151147;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv579009	Likely pathogenic;Pathogenic	5:50424167-50904166;5:50424167-50944166	ENCFF311BGF:ENCFF654ZID:ENCFF718ETU:ENCFF822VBC	0.285	0.400			5:50495184-50500000/5:50500000-50500735	L1P1/L1PA4			5:50379840-50428094	5:50467523-50540539													78.97				-0.091153408866628	-0.157233293801114	0.00024365634480337					
5_50400000_50500000__1	5	50400000	50500000		505	0	Des	chr5	50400000	50500000	505	0	Des	split	EMB	NM_198449	911	yes	41288	txStart-intron7	5'UTR-CDS	87	3'	50400000	50441288		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_5_15293			-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV		copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13654739;nssv13655232;nssv1415094;nssv15132287;nssv15146722;nssv15147001;nssv15147414;nssv15151111;nssv15151147;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv579009	Likely pathogenic;Pathogenic																									78.97				-0.091153408866628	-0.157233293801114	0.00024365634480337					
5_50800000_50900000__1	5	50800000	50900000		509	0	Des	chr5	50800000	50900000	509	0	Des	full	PARP8												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_5_15307			-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV		copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13654739;nssv13655232;nssv1415094;nssv15121246;nssv15132287;nssv15146722;nssv15147001;nssv15147414;nssv15151111;nssv15151147;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv578052;nssv579009	Likely pathogenic;Pathogenic	5:50824167-52784166;5:50824167-53144170;5:50824167-62224173;5:50824167-67184172;5:50824167-68984173;5:50864167-52064166;5:50864167-52104166;5:50864167-52864166;5:50864167-52904170;5:50864167-55224172;5:50864167-58544173;5:50864167-65624173	ENCFF176FDF:ENCFF183RCR:ENCFF241RXN:ENCFF718ETU:ENCFF796ORT:ENCFF822VBC:ENCFF869GJT:ENCFF897UNV	0.380	0.310	5:50799661-50800035/5:50800035-50800717	MLT1A0/L1MB5	5:50899999-50900251	L2																	16.37	0.779614680357873	-1.18233244802445	-0.61759023757059	-0.706955830456299	1.84473736259514	0.416763781740248					
5_50800000_50900000__1	5	50800000	50900000		509	0	Des	chr5	50800000	50900000	509	0	Des	split	PARP8	NM_001178055	990	no	46519	intron15-txEnd	CDS-3'UTR	2767	5'	50800000	50846519		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_5_15307			-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV		copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13654739;nssv13655232;nssv1415094;nssv15121246;nssv15132287;nssv15146722;nssv15147001;nssv15147414;nssv15151111;nssv15151147;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv578052;nssv579009	Likely pathogenic;Pathogenic																									16.37	0.779614680357873	-1.18233244802445	-0.61759023757059	-0.706955830456299	1.84473736259514	0.416763781740248					
5_51000000_51100000__1	5	51000000	51100000		511	0	Des	chr5	51000000	51100000	511	0	Des	full													0	0	-1		0	0	-1					-1	-1				-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV		copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13655232;nssv1415094;nssv15121246;nssv15132287;nssv15146722;nssv15147001;nssv15147414;nssv15151111;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv578052;nssv579009	Pathogenic			0.365	0.305			5:51099309-51099945	MER41B																												
